symbol,section,sub.section,group,category,date,value
IIJI,Financial Health,Balance Sheet Items (in %),58,Total Current Assets,2009-03-01,46.57
IIJI,Financial Health,Balance Sheet Items (in %),58,Total Current Assets,2010-03-01,48.7
IIJI,Financial Health,Balance Sheet Items (in %),58,Total Current Assets,2011-03-01,48.32
IIJI,Financial Health,Balance Sheet Items (in %),58,Total Current Assets,2012-03-01,45.84
IIJI,Financial Health,Balance Sheet Items (in %),58,Total Current Assets,2013-03-01,45.6
IIJI,Financial Health,Balance Sheet Items (in %),58,Total Current Assets,2014-03-01,49.78
IIJI,Financial Health,Balance Sheet Items (in %),58,Total Current Assets,2015-03-01,47.92
IIJI,Financial Health,Balance Sheet Items (in %),58,Total Current Assets,2016-03-01,45.32
IIJI,Financial Health,Balance Sheet Items (in %),58,Total Current Assets,2017-03-01,46.38
IIJI,Financial Health,Balance Sheet Items (in %),59,Net PP&E,2008-03-01,21.08
IIJI,Financial Health,Balance Sheet Items (in %),59,Net PP&E,2009-03-01,25.19
IIJI,Financial Health,Balance Sheet Items (in %),59,Net PP&E,2010-03-01,25.37
IIJI,Financial Health,Balance Sheet Items (in %),59,Net PP&E,2011-03-01,23.06
IIJI,Financial Health,Balance Sheet Items (in %),59,Net PP&E,2012-03-01,26.85
IIJI,Financial Health,Balance Sheet Items (in %),59,Net PP&E,2013-03-01,28.04
IIJI,Financial Health,Balance Sheet Items (in %),59,Net PP&E,2014-03-01,25.97
IIJI,Financial Health,Balance Sheet Items (in %),59,Net PP&E,2015-03-01,27.02
IIJI,Financial Health,Balance Sheet Items (in %),59,Net PP&E,2016-03-01,29.13
IIJI,Financial Health,Balance Sheet Items (in %),59,Net PP&E,2017-03-01,28.95
IIJI,Financial Health,Balance Sheet Items (in %),60,Intangibles,2008-03-01,10.61
IIJI,Financial Health,Balance Sheet Items (in %),60,Intangibles,2009-03-01,11.17
IIJI,Financial Health,Balance Sheet Items (in %),60,Intangibles,2010-03-01,10.68
IIJI,Financial Health,Balance Sheet Items (in %),60,Intangibles,2011-03-01,16.57
IIJI,Financial Health,Balance Sheet Items (in %),60,Intangibles,2012-03-01,15.22
IIJI,Financial Health,Balance Sheet Items (in %),60,Intangibles,2013-03-01,13.11
IIJI,Financial Health,Balance Sheet Items (in %),60,Intangibles,2014-03-01,9.93
IIJI,Financial Health,Balance Sheet Items (in %),60,Intangibles,2015-03-01,9.3
IIJI,Financial Health,Balance Sheet Items (in %),60,Intangibles,2016-03-01,8.25
IIJI,Financial Health,Balance Sheet Items (in %),60,Intangibles,2017-03-01,6.74
IIJI,Financial Health,Balance Sheet Items (in %),61,Other Long-Term Assets,2008-03-01,17.18
IIJI,Financial Health,Balance Sheet Items (in %),61,Other Long-Term Assets,2009-03-01,17.07
IIJI,Financial Health,Balance Sheet Items (in %),61,Other Long-Term Assets,2010-03-01,15.24
IIJI,Financial Health,Balance Sheet Items (in %),61,Other Long-Term Assets,2011-03-01,12.05
IIJI,Financial Health,Balance Sheet Items (in %),61,Other Long-Term Assets,2012-03-01,12.09
IIJI,Financial Health,Balance Sheet Items (in %),61,Other Long-Term Assets,2013-03-01,13.25
IIJI,Financial Health,Balance Sheet Items (in %),61,Other Long-Term Assets,2014-03-01,14.33
IIJI,Financial Health,Balance Sheet Items (in %),61,Other Long-Term Assets,2015-03-01,15.77
IIJI,Financial Health,Balance Sheet Items (in %),61,Other Long-Term Assets,2016-03-01,17.3
IIJI,Financial Health,Balance Sheet Items (in %),61,Other Long-Term Assets,2017-03-01,17.93
IIJI,Financial Health,Balance Sheet Items (in %),62,Total Assets,2008-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),62,Total Assets,2009-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),62,Total Assets,2010-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),62,Total Assets,2011-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),62,Total Assets,2012-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),62,Total Assets,2013-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),62,Total Assets,2014-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),62,Total Assets,2015-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),62,Total Assets,2016-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),62,Total Assets,2017-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),63,Accounts Payable,2008-03-01,31.61
IIJI,Financial Health,Balance Sheet Items (in %),63,Accounts Payable,2009-03-01,11.61
IIJI,Financial Health,Balance Sheet Items (in %),63,Accounts Payable,2010-03-01,13.64
IIJI,Financial Health,Balance Sheet Items (in %),63,Accounts Payable,2011-03-01,18.99
IIJI,Financial Health,Balance Sheet Items (in %),63,Accounts Payable,2012-03-01,13.27
IIJI,Financial Health,Balance Sheet Items (in %),63,Accounts Payable,2013-03-01,14.52
IIJI,Financial Health,Balance Sheet Items (in %),63,Accounts Payable,2014-03-01,12.11
IIJI,Financial Health,Balance Sheet Items (in %),63,Accounts Payable,2015-03-01,12.57
IIJI,Financial Health,Balance Sheet Items (in %),63,Accounts Payable,2016-03-01,13.13
IIJI,Financial Health,Balance Sheet Items (in %),63,Accounts Payable,2017-03-01,12.4
IIJI,Financial Health,Balance Sheet Items (in %),64,Short-Term Debt,2008-03-01,50.46
IIJI,Financial Health,Balance Sheet Items (in %),64,Short-Term Debt,2009-03-01,14.07
IIJI,Financial Health,Balance Sheet Items (in %),64,Short-Term Debt,2010-03-01,8.71
IIJI,Financial Health,Balance Sheet Items (in %),64,Short-Term Debt,2011-03-01,18.79
IIJI,Financial Health,Balance Sheet Items (in %),64,Short-Term Debt,2012-03-01,13.62
IIJI,Financial Health,Balance Sheet Items (in %),64,Short-Term Debt,2013-03-01,12.68
IIJI,Financial Health,Balance Sheet Items (in %),64,Short-Term Debt,2014-03-01,10.02
IIJI,Financial Health,Balance Sheet Items (in %),64,Short-Term Debt,2015-03-01,8.54
IIJI,Financial Health,Balance Sheet Items (in %),64,Short-Term Debt,2016-03-01,7.88
IIJI,Financial Health,Balance Sheet Items (in %),64,Short-Term Debt,2017-03-01,6.76
IIJI,Financial Health,Balance Sheet Items (in %),65,Taxes Payable,2008-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),65,Taxes Payable,2009-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),65,Taxes Payable,2010-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),65,Taxes Payable,2011-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),65,Taxes Payable,2012-03-01,3.01
IIJI,Financial Health,Balance Sheet Items (in %),65,Taxes Payable,2013-03-01,2.03
IIJI,Financial Health,Balance Sheet Items (in %),65,Taxes Payable,2014-03-01,1.04
IIJI,Financial Health,Balance Sheet Items (in %),65,Taxes Payable,2015-03-01,0.46
IIJI,Financial Health,Balance Sheet Items (in %),65,Taxes Payable,2016-03-01,0.92
IIJI,Financial Health,Balance Sheet Items (in %),65,Taxes Payable,2017-03-01,0.79
IIJI,Financial Health,Balance Sheet Items (in %),66,Accrued Liabilities,2008-03-01,4.03
IIJI,Financial Health,Balance Sheet Items (in %),66,Accrued Liabilities,2009-03-01,2.07
IIJI,Financial Health,Balance Sheet Items (in %),66,Accrued Liabilities,2010-03-01,2.35
IIJI,Financial Health,Balance Sheet Items (in %),66,Accrued Liabilities,2011-03-01,2.64
IIJI,Financial Health,Balance Sheet Items (in %),66,Accrued Liabilities,2012-03-01,3.1
IIJI,Financial Health,Balance Sheet Items (in %),66,Accrued Liabilities,2013-03-01,2.76
IIJI,Financial Health,Balance Sheet Items (in %),66,Accrued Liabilities,2014-03-01,1.98
IIJI,Financial Health,Balance Sheet Items (in %),66,Accrued Liabilities,2015-03-01,2.74
IIJI,Financial Health,Balance Sheet Items (in %),66,Accrued Liabilities,2016-03-01,2.5
IIJI,Financial Health,Balance Sheet Items (in %),66,Accrued Liabilities,2017-03-01,2.01
IIJI,Financial Health,Balance Sheet Items (in %),67,Other Short-Term Liabilities,2008-03-01,9.68
IIJI,Financial Health,Balance Sheet Items (in %),67,Other Short-Term Liabilities,2009-03-01,10.13
IIJI,Financial Health,Balance Sheet Items (in %),67,Other Short-Term Liabilities,2010-03-01,9.98
IIJI,Financial Health,Balance Sheet Items (in %),67,Other Short-Term Liabilities,2011-03-01,7.37
IIJI,Financial Health,Balance Sheet Items (in %),67,Other Short-Term Liabilities,2012-03-01,7.09
IIJI,Financial Health,Balance Sheet Items (in %),67,Other Short-Term Liabilities,2013-03-01,7.45
IIJI,Financial Health,Balance Sheet Items (in %),67,Other Short-Term Liabilities,2014-03-01,6.19
IIJI,Financial Health,Balance Sheet Items (in %),67,Other Short-Term Liabilities,2015-03-01,6.83
IIJI,Financial Health,Balance Sheet Items (in %),67,Other Short-Term Liabilities,2016-03-01,6.31
IIJI,Financial Health,Balance Sheet Items (in %),67,Other Short-Term Liabilities,2017-03-01,7.27
IIJI,Financial Health,Balance Sheet Items (in %),68,Total Current Liabilities,2008-03-01,95.77
IIJI,Financial Health,Balance Sheet Items (in %),68,Total Current Liabilities,2009-03-01,37.89
IIJI,Financial Health,Balance Sheet Items (in %),68,Total Current Liabilities,2010-03-01,34.68
IIJI,Financial Health,Balance Sheet Items (in %),68,Total Current Liabilities,2011-03-01,47.79
IIJI,Financial Health,Balance Sheet Items (in %),68,Total Current Liabilities,2012-03-01,40.09
IIJI,Financial Health,Balance Sheet Items (in %),68,Total Current Liabilities,2013-03-01,39.45
IIJI,Financial Health,Balance Sheet Items (in %),68,Total Current Liabilities,2014-03-01,31.34
IIJI,Financial Health,Balance Sheet Items (in %),68,Total Current Liabilities,2015-03-01,31.14
IIJI,Financial Health,Balance Sheet Items (in %),68,Total Current Liabilities,2016-03-01,30.74
IIJI,Financial Health,Balance Sheet Items (in %),68,Total Current Liabilities,2017-03-01,29.24
IIJI,Financial Health,Balance Sheet Items (in %),69,Long-Term Debt,2008-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),69,Long-Term Debt,2009-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),69,Long-Term Debt,2010-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),69,Long-Term Debt,2011-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),69,Long-Term Debt,2012-03-01,2.71
IIJI,Financial Health,Balance Sheet Items (in %),69,Long-Term Debt,2013-03-01,1.19
IIJI,Financial Health,Balance Sheet Items (in %),69,Long-Term Debt,2014-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),69,Long-Term Debt,2015-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),69,Long-Term Debt,2016-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),69,Long-Term Debt,2017-03-01,6.22
IIJI,Financial Health,Balance Sheet Items (in %),70,Other Long-Term Liabilities,2008-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),70,Other Long-Term Liabilities,2009-03-01,13.92
IIJI,Financial Health,Balance Sheet Items (in %),70,Other Long-Term Liabilities,2010-03-01,11.82
IIJI,Financial Health,Balance Sheet Items (in %),70,Other Long-Term Liabilities,2011-03-01,10.72
IIJI,Financial Health,Balance Sheet Items (in %),70,Other Long-Term Liabilities,2012-03-01,12.72
IIJI,Financial Health,Balance Sheet Items (in %),70,Other Long-Term Liabilities,2013-03-01,13.54
IIJI,Financial Health,Balance Sheet Items (in %),70,Other Long-Term Liabilities,2014-03-01,10.83
IIJI,Financial Health,Balance Sheet Items (in %),70,Other Long-Term Liabilities,2015-03-01,11.18
IIJI,Financial Health,Balance Sheet Items (in %),70,Other Long-Term Liabilities,2016-03-01,14
IIJI,Financial Health,Balance Sheet Items (in %),70,Other Long-Term Liabilities,2017-03-01,15.74
IIJI,Financial Health,Balance Sheet Items (in %),71,Total Liabilities,2008-03-01,NA
IIJI,Financial Health,Balance Sheet Items (in %),71,Total Liabilities,2009-03-01,51.81
IIJI,Financial Health,Balance Sheet Items (in %),71,Total Liabilities,2010-03-01,46.51
IIJI,Financial Health,Balance Sheet Items (in %),71,Total Liabilities,2011-03-01,58.52
IIJI,Financial Health,Balance Sheet Items (in %),71,Total Liabilities,2012-03-01,55.52
IIJI,Financial Health,Balance Sheet Items (in %),71,Total Liabilities,2013-03-01,54.18
IIJI,Financial Health,Balance Sheet Items (in %),71,Total Liabilities,2014-03-01,42.17
IIJI,Financial Health,Balance Sheet Items (in %),71,Total Liabilities,2015-03-01,42.32
IIJI,Financial Health,Balance Sheet Items (in %),71,Total Liabilities,2016-03-01,44.74
IIJI,Financial Health,Balance Sheet Items (in %),71,Total Liabilities,2017-03-01,51.2
IIJI,Financial Health,Balance Sheet Items (in %),72,Total Stockholders' Equity,2008-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),72,Total Stockholders' Equity,2009-03-01,48.19
IIJI,Financial Health,Balance Sheet Items (in %),72,Total Stockholders' Equity,2010-03-01,53.49
IIJI,Financial Health,Balance Sheet Items (in %),72,Total Stockholders' Equity,2011-03-01,41.48
IIJI,Financial Health,Balance Sheet Items (in %),72,Total Stockholders' Equity,2012-03-01,44.48
IIJI,Financial Health,Balance Sheet Items (in %),72,Total Stockholders' Equity,2013-03-01,45.82
IIJI,Financial Health,Balance Sheet Items (in %),72,Total Stockholders' Equity,2014-03-01,57.83
IIJI,Financial Health,Balance Sheet Items (in %),72,Total Stockholders' Equity,2015-03-01,57.68
IIJI,Financial Health,Balance Sheet Items (in %),72,Total Stockholders' Equity,2016-03-01,55.26
IIJI,Financial Health,Balance Sheet Items (in %),72,Total Stockholders' Equity,2017-03-01,48.8
IIJI,Financial Health,Balance Sheet Items (in %),73,Total Liabilities & Equity,2008-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),73,Total Liabilities & Equity,2009-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),73,Total Liabilities & Equity,2010-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),73,Total Liabilities & Equity,2011-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),73,Total Liabilities & Equity,2012-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),73,Total Liabilities & Equity,2013-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),73,Total Liabilities & Equity,2014-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),73,Total Liabilities & Equity,2015-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),73,Total Liabilities & Equity,2016-03-01,100
IIJI,Financial Health,Balance Sheet Items (in %),73,Total Liabilities & Equity,2017-03-01,100
IIJI,Financial Health,Liquidty/Financial Health,74,Current Ratio,2008-03-01,1.19
IIJI,Financial Health,Liquidty/Financial Health,74,Current Ratio,2009-03-01,1.23
IIJI,Financial Health,Liquidty/Financial Health,74,Current Ratio,2010-03-01,1.41
IIJI,Financial Health,Liquidty/Financial Health,74,Current Ratio,2011-03-01,1.01
IIJI,Financial Health,Liquidty/Financial Health,74,Current Ratio,2012-03-01,1.14
IIJI,Financial Health,Liquidty/Financial Health,74,Current Ratio,2013-03-01,1.16
IIJI,Financial Health,Liquidty/Financial Health,74,Current Ratio,2014-03-01,1.59
IIJI,Financial Health,Liquidty/Financial Health,74,Current Ratio,2015-03-01,1.54
IIJI,Financial Health,Liquidty/Financial Health,74,Current Ratio,2016-03-01,1.48
IIJI,Financial Health,Liquidty/Financial Health,74,Current Ratio,2017-03-01,1.59
IIJI,Financial Health,Liquidty/Financial Health,75,Quick Ratio,2008-03-01,0.99
IIJI,Financial Health,Liquidty/Financial Health,75,Quick Ratio,2009-03-01,1.03
IIJI,Financial Health,Liquidty/Financial Health,75,Quick Ratio,2010-03-01,1.14
IIJI,Financial Health,Liquidty/Financial Health,75,Quick Ratio,2011-03-01,0.87
IIJI,Financial Health,Liquidty/Financial Health,75,Quick Ratio,2012-03-01,0.99
IIJI,Financial Health,Liquidty/Financial Health,75,Quick Ratio,2013-03-01,0.95
IIJI,Financial Health,Liquidty/Financial Health,75,Quick Ratio,2014-03-01,1.28
IIJI,Financial Health,Liquidty/Financial Health,75,Quick Ratio,2015-03-01,1.28
IIJI,Financial Health,Liquidty/Financial Health,75,Quick Ratio,2016-03-01,1.2
IIJI,Financial Health,Liquidty/Financial Health,75,Quick Ratio,2017-03-01,1.23
IIJI,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2008-03-01,2.23
IIJI,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2009-03-01,2.07
IIJI,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2010-03-01,1.87
IIJI,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2011-03-01,2.41
IIJI,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2012-03-01,2.25
IIJI,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2013-03-01,2.18
IIJI,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2014-03-01,1.73
IIJI,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2015-03-01,1.74
IIJI,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2016-03-01,1.82
IIJI,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2017-03-01,2.06
IIJI,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2008-03-01,0.19
IIJI,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2009-03-01,0.19
IIJI,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2010-03-01,0.13
IIJI,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2011-03-01,0.12
IIJI,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2012-03-01,0.21
IIJI,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2013-03-01,0.17
IIJI,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2014-03-01,0.08
IIJI,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2015-03-01,0.07
IIJI,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2016-03-01,0.12
IIJI,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2017-03-01,0.28
IIJI,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2008-03-01,59.98
IIJI,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2009-03-01,58.87
IIJI,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2010-03-01,58.11
IIJI,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2011-03-01,61.62
IIJI,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2012-03-01,60.3
IIJI,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2013-03-01,59.24
IIJI,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2014-03-01,60.65
IIJI,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2015-03-01,61.5
IIJI,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2016-03-01,59.69
IIJI,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2017-03-01,59.14
IIJI,Efficiency Ratios,Efficiency,79,Days Inventory,2008-03-01,7.93
IIJI,Efficiency Ratios,Efficiency,79,Days Inventory,2009-03-01,5.57
IIJI,Efficiency Ratios,Efficiency,79,Days Inventory,2010-03-01,4.52
IIJI,Efficiency Ratios,Efficiency,79,Days Inventory,2011-03-01,3.91
IIJI,Efficiency Ratios,Efficiency,79,Days Inventory,2012-03-01,3.19
IIJI,Efficiency Ratios,Efficiency,79,Days Inventory,2013-03-01,4.44
IIJI,Efficiency Ratios,Efficiency,79,Days Inventory,2014-03-01,5.82
IIJI,Efficiency Ratios,Efficiency,79,Days Inventory,2015-03-01,5.24
IIJI,Efficiency Ratios,Efficiency,79,Days Inventory,2016-03-01,5.09
IIJI,Efficiency Ratios,Efficiency,79,Days Inventory,2017-03-01,6.61
IIJI,Efficiency Ratios,Efficiency,80,Payables Period,2008-03-01,56.56
IIJI,Efficiency Ratios,Efficiency,80,Payables Period,2009-03-01,45.34
IIJI,Efficiency Ratios,Efficiency,80,Payables Period,2010-03-01,44
IIJI,Efficiency Ratios,Efficiency,80,Payables Period,2011-03-01,56.95
IIJI,Efficiency Ratios,Efficiency,80,Payables Period,2012-03-01,55.06
IIJI,Efficiency Ratios,Efficiency,80,Payables Period,2013-03-01,46.87
IIJI,Efficiency Ratios,Efficiency,80,Payables Period,2014-03-01,47.9
IIJI,Efficiency Ratios,Efficiency,80,Payables Period,2015-03-01,47.29
IIJI,Efficiency Ratios,Efficiency,80,Payables Period,2016-03-01,45.68
IIJI,Efficiency Ratios,Efficiency,80,Payables Period,2017-03-01,44.57
IIJI,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2008-03-01,11.35
IIJI,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2009-03-01,19.1
IIJI,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2010-03-01,18.62
IIJI,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2011-03-01,8.58
IIJI,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2012-03-01,8.44
IIJI,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2013-03-01,16.81
IIJI,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2014-03-01,18.57
IIJI,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2015-03-01,19.45
IIJI,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2016-03-01,19.1
IIJI,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2017-03-01,21.18
IIJI,Efficiency Ratios,Efficiency,82,Receivables Turnover,2008-03-01,6.09
IIJI,Efficiency Ratios,Efficiency,82,Receivables Turnover,2009-03-01,6.2
IIJI,Efficiency Ratios,Efficiency,82,Receivables Turnover,2010-03-01,6.28
IIJI,Efficiency Ratios,Efficiency,82,Receivables Turnover,2011-03-01,5.92
IIJI,Efficiency Ratios,Efficiency,82,Receivables Turnover,2012-03-01,6.05
IIJI,Efficiency Ratios,Efficiency,82,Receivables Turnover,2013-03-01,6.16
IIJI,Efficiency Ratios,Efficiency,82,Receivables Turnover,2014-03-01,6.02
IIJI,Efficiency Ratios,Efficiency,82,Receivables Turnover,2015-03-01,5.93
IIJI,Efficiency Ratios,Efficiency,82,Receivables Turnover,2016-03-01,6.12
IIJI,Efficiency Ratios,Efficiency,82,Receivables Turnover,2017-03-01,6.17
IIJI,Efficiency Ratios,Efficiency,83,Inventory Turnover,2008-03-01,46
IIJI,Efficiency Ratios,Efficiency,83,Inventory Turnover,2009-03-01,65.58
IIJI,Efficiency Ratios,Efficiency,83,Inventory Turnover,2010-03-01,80.82
IIJI,Efficiency Ratios,Efficiency,83,Inventory Turnover,2011-03-01,93.45
IIJI,Efficiency Ratios,Efficiency,83,Inventory Turnover,2012-03-01,114.29
IIJI,Efficiency Ratios,Efficiency,83,Inventory Turnover,2013-03-01,82.19
IIJI,Efficiency Ratios,Efficiency,83,Inventory Turnover,2014-03-01,62.72
IIJI,Efficiency Ratios,Efficiency,83,Inventory Turnover,2015-03-01,69.65
IIJI,Efficiency Ratios,Efficiency,83,Inventory Turnover,2016-03-01,71.75
IIJI,Efficiency Ratios,Efficiency,83,Inventory Turnover,2017-03-01,55.21
IIJI,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2008-03-01,6.19
IIJI,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2009-03-01,5.6
IIJI,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2010-03-01,5.2
IIJI,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2011-03-01,5.6
IIJI,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2012-03-01,5.37
IIJI,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2013-03-01,4.97
IIJI,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2014-03-01,4.57
IIJI,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2015-03-01,4.37
IIJI,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2016-03-01,4.42
IIJI,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2017-03-01,4.26
IIJI,Efficiency Ratios,Efficiency,85,Asset Turnover,2008-03-01,1.29
IIJI,Efficiency Ratios,Efficiency,85,Asset Turnover,2009-03-01,1.29
IIJI,Efficiency Ratios,Efficiency,85,Asset Turnover,2010-03-01,1.32
IIJI,Efficiency Ratios,Efficiency,85,Asset Turnover,2011-03-01,1.34
IIJI,Efficiency Ratios,Efficiency,85,Asset Turnover,2012-03-01,1.34
IIJI,Efficiency Ratios,Efficiency,85,Asset Turnover,2013-03-01,1.37
IIJI,Efficiency Ratios,Efficiency,85,Asset Turnover,2014-03-01,1.23
IIJI,Efficiency Ratios,Efficiency,85,Asset Turnover,2015-03-01,1.16
IIJI,Efficiency Ratios,Efficiency,85,Asset Turnover,2016-03-01,1.24
IIJI,Efficiency Ratios,Efficiency,85,Asset Turnover,2017-03-01,1.24
KFRC,Financials,Financials,1,Revenue USD Mil,2008-12-01,997
KFRC,Financials,Financials,1,Revenue USD Mil,2009-12-01,910
KFRC,Financials,Financials,1,Revenue USD Mil,2010-12-01,887
KFRC,Financials,Financials,1,Revenue USD Mil,2011-12-01,1005
KFRC,Financials,Financials,1,Revenue USD Mil,2012-12-01,1005
KFRC,Financials,Financials,1,Revenue USD Mil,2013-12-01,1074
KFRC,Financials,Financials,1,Revenue USD Mil,2014-12-01,1217
KFRC,Financials,Financials,1,Revenue USD Mil,2015-12-01,1319
KFRC,Financials,Financials,1,Revenue USD Mil,2016-12-01,1320
KFRC,Financials,Financials,1,Revenue USD Mil,2017-12-01,1358
KFRC,Financials,Financials,2,Gross Margin %,2008-12-01,34.6
KFRC,Financials,Financials,2,Gross Margin %,2009-12-01,31.4
KFRC,Financials,Financials,2,Gross Margin %,2010-12-01,32
KFRC,Financials,Financials,2,Gross Margin %,2011-12-01,31.6
KFRC,Financials,Financials,2,Gross Margin %,2012-12-01,31.9
KFRC,Financials,Financials,2,Gross Margin %,2013-12-01,32.1
KFRC,Financials,Financials,2,Gross Margin %,2014-12-01,30.8
KFRC,Financials,Financials,2,Gross Margin %,2015-12-01,31.4
KFRC,Financials,Financials,2,Gross Margin %,2016-12-01,31
KFRC,Financials,Financials,2,Gross Margin %,2017-12-01,30
KFRC,Financials,Financials,3,Operating Income USD Mil,2008-12-01,44
KFRC,Financials,Financials,3,Operating Income USD Mil,2009-12-01,24
KFRC,Financials,Financials,3,Operating Income USD Mil,2010-12-01,20
KFRC,Financials,Financials,3,Operating Income USD Mil,2011-12-01,31
KFRC,Financials,Financials,3,Operating Income USD Mil,2012-12-01,4
KFRC,Financials,Financials,3,Operating Income USD Mil,2013-12-01,27
KFRC,Financials,Financials,3,Operating Income USD Mil,2014-12-01,49
KFRC,Financials,Financials,3,Operating Income USD Mil,2015-12-01,74
KFRC,Financials,Financials,3,Operating Income USD Mil,2016-12-01,59
KFRC,Financials,Financials,3,Operating Income USD Mil,2017-12-01,69
KFRC,Financials,Financials,4,Operating Margin %,2008-12-01,4.4
KFRC,Financials,Financials,4,Operating Margin %,2009-12-01,2.6
KFRC,Financials,Financials,4,Operating Margin %,2010-12-01,2.3
KFRC,Financials,Financials,4,Operating Margin %,2011-12-01,3.1
KFRC,Financials,Financials,4,Operating Margin %,2012-12-01,0.4
KFRC,Financials,Financials,4,Operating Margin %,2013-12-01,2.5
KFRC,Financials,Financials,4,Operating Margin %,2014-12-01,4.1
KFRC,Financials,Financials,4,Operating Margin %,2015-12-01,5.6
KFRC,Financials,Financials,4,Operating Margin %,2016-12-01,4.5
KFRC,Financials,Financials,4,Operating Margin %,2017-12-01,5.1
KFRC,Financials,Financials,5,Net Income USD Mil,2008-12-01,-84
KFRC,Financials,Financials,5,Net Income USD Mil,2009-12-01,13
